Journal Name,Journal ISSN,Count, Avg SC Ratio,Avg ReLy,Avg semantic diff,Avg NSC similarity,Avg SC similarity,Avg references,Average SCs
Journal of pineal research,0742-3098,53,0.177206935,-1.083655745,-0.060138485,0.650465427,0.710603912,52.47169811,9.056603774
Journal of the National Cancer Institute. Monographs,1052-6773,53,0.106354095,-0.897787302,-0.075747311,0.484810345,0.560557656,48.88679245,4.169811321
Journal of ultrasonography,2084-8404,53,0.11576159,-1.881151851,-0.143353516,0.548453272,0.691806788,23.64150943,2.245283019
Jundishapur journal of microbiology,2008-3645,53,0.056951691,-1.118411971,-0.196440167,0.254906114,0.451346281,28.16981132,1.452830189
Medical journal of the Islamic Republic of Iran,1016-1430,53,0.057707743,0.289184062,0.050661191,0.542234945,0.491573755,24.90566038,1.264150943
Movement ecology,2051-3933,53,0.082952472,0.975863507,0.125177742,0.512171186,0.386993445,28.13207547,1.962264151
Social neuroscience,1747-0919,53,0.038028637,-0.351347352,-0.08680168,0.693773131,0.780574811,53.41509434,1.830188679
The Journal of eukaryotic microbiology,1066-5234,53,0.125811686,-0.821545772,-0.059985626,0.612488896,0.672474522,33.24528302,3.358490566
Aging clinical and experimental research,1594-0667,52,0.056210123,0.014826074,-0.001924452,0.446709955,0.448634407,34.25,1.557692308
"Alzheimer's & dementia (Amsterdam, Netherlands)",,52,0.0546062,0.231204646,0.034285515,0.402681109,0.368395594,47.25,1.865384615
"American journal of critical care : an official publication, American Association of Critical-Care Nurses",1062-3264,52,0.069310801,0.025908222,-0.008005656,0.357808269,0.365813924,34.48076923,2.326923077
American journal of perinatology,0735-1631,52,0.050589332,-0.551213988,-0.102068855,0.406355597,0.508424452,32.78846154,1.25
Artificial organs,0160-564X,52,0.152469545,-1.46422035,-0.114084791,0.583530986,0.697615776,24.86538462,3.403846154
Autoimmunity reviews,1568-9972,52,0.054634585,-0.343844367,-0.083049778,0.607581432,0.69063121,72.92307692,3.076923077
Bioengineered,2165-5979,52,0.052216995,-0.305118659,-0.072500168,0.600310512,0.672810681,36.92307692,1.480769231
Biopreservation and biobanking,1947-5543,52,0.173608149,-0.064291867,-0.051372582,0.487452364,0.538824945,27.19230769,3.653846154
ChemistryOpen,2191-1363,52,0.039457915,-0.79309207,-0.18477668,0.633100176,0.817876856,36.42307692,1.192307692
Clinical and experimental medicine,1591-8890,52,0.037117201,-0.535669893,-0.14207243,0.581223951,0.723296382,40.17307692,1.211538462
Clinical linguistics & phonetics,0269-9206,52,0.101167263,-1.202898555,-0.115240209,0.641691615,0.756931824,30.32692308,2.692307692
Clinics in orthopedic surgery,2005-291X,52,0.049086235,-0.224223124,-0.044961348,0.319737313,0.364698661,28.01923077,1.153846154
Frontiers in cell and developmental biology,2296-634X,52,0.02827163,-0.077498696,-0.056651869,0.62602227,0.682674139,111.5769231,1.480769231
Indoor air,0905-6947,52,0.105979325,0.047560601,-0.011601441,0.548041539,0.55964298,33.03846154,3.326923077
International journal of Alzheimer's disease,,52,0.029701874,-0.265349506,-0.090224104,0.597662543,0.687886647,79.51923077,1.423076923
International journal of bipolar disorders,2194-7511,52,0.051237393,-0.555037972,-0.075563705,0.444517871,0.520081576,55.55769231,1.865384615
Journal of mid-life health,,52,0.092763984,0.11966575,0.014209595,0.37844892,0.364239325,22.76923077,1.788461538
Journal of orthopaedics and traumatology : official journal of the Italian Society of Orthopaedics and Traumatology,1590-9921,52,0.043409964,0.149549641,0.01656284,0.543992913,0.527430072,34.98076923,1.269230769
Journal of reproductive immunology,0165-0378,52,0.050430527,-0.481591627,-0.091230524,0.613961441,0.705191965,45.28846154,2.019230769
Journal of the renin-angiotensin-aldosterone system : JRAAS,1470-3203,52,0.047630109,-0.117721546,-0.021256253,0.469454143,0.490710397,40.80769231,1.596153846
Journal of therapeutic ultrasound,2050-5736,52,0.052087277,-0.234132224,-0.053039442,0.441863572,0.494903014,34.69230769,1.538461538
Medical engineering & physics,1350-4533,52,0.073199306,-0.71741281,-0.094932976,0.649539314,0.74447229,31.48076923,1.942307692
Melanoma research,0960-8931,52,0.058254846,-0.938159871,-0.131809574,0.581830499,0.713640074,41.96153846,1.980769231
Membranes,2077-0375,52,0.07837543,-0.4377706,-0.070195187,0.662140383,0.73233557,36.57692308,1.634615385
Middle East journal of digestive diseases,2008-5230,52,0.061122671,-0.827666715,-0.118036866,0.510337629,0.628374495,36.23076923,1.653846154
Pediatric emergency care,0749-5161,52,0.091648957,-0.309771082,-0.032351661,0.39086669,0.423218351,30.01923077,2.384615385
Psychometrika,0033-3123,52,0.149663115,0.308121667,0.018074884,0.665920265,0.647845381,17.48076923,2.076923077
Renal failure,0886-022X,52,0.053417168,-0.239932259,-0.036001124,0.494207278,0.530208403,33.42307692,1.596153846
Targeted oncology,1776-2596,52,0.055264438,-0.378144427,-0.115562627,0.392875301,0.508437929,60.53846154,1.557692308
The Ochsner journal,1524-5012,52,0.109793536,-0.488547665,-0.07013914,0.229214233,0.299353373,57.73076923,7.25
World journal of radiology,1949-8470,52,0.03663097,-0.364210421,-0.107407551,0.516499821,0.623907372,54.01923077,1.423076923
American journal on intellectual and developmental disabilities,1944-7558,51,0.044990367,-0.4025669,-0.087112267,0.624991406,0.712103673,41.62745098,1.705882353
Annals of clinical and translational neurology,2328-9503,51,0.037781852,-0.088494149,-0.004621473,0.439181665,0.443803138,36.56862745,1.137254902
Annals of vascular surgery,0890-5096,51,0.075745155,-0.283411442,-0.033411711,0.277987261,0.311398972,33.58823529,2.352941176
Autoimmunity,0891-6934,51,0.044452781,-0.289325424,-0.068948404,0.616841189,0.685789593,78.01960784,2.62745098
Canadian journal of gastroenterology & hepatology,2291-2789,51,0.057923793,-0.502741839,-0.048865441,0.380210811,0.429076252,31.60784314,1.294117647
ChemSusChem,1864-5631,51,0.116186074,-0.676134894,-0.04641374,0.646741646,0.693155385,25.15686275,2.470588235
Current opinion in hematology,1065-6251,51,0.024618725,0.112562185,0.051635045,0.372238643,0.320603598,63.92156863,1.431372549
Cytokine & growth factor reviews,1359-6101,51,0.018464661,-0.118715509,-0.082599363,0.639307834,0.721907197,121.6666667,1.980392157
Early intervention in psychiatry,1751-7885,51,0.051157526,-0.20476348,-0.029396418,0.430221437,0.459617855,39.84313725,1.647058824
Evolutionary bioinformatics online,1176-9343,51,0.067744068,-0.691894525,-0.106130004,0.616728829,0.722858833,38.88235294,1.666666667
Indian journal of pharmaceutical sciences,0250-474X,51,0.073907459,-0.876947074,-0.126174607,0.645989921,0.772164528,17.90196078,1.137254902
International journal of tryptophan research : IJTR,1178-6469,51,0.037409934,-0.18921782,-0.058808102,0.560570085,0.619378187,73.49019608,2.058823529
Journal of addictive diseases,1055-0887,51,0.042750262,-0.425758859,-0.101249323,0.593921827,0.695171149,41.68627451,1.529411765
Journal of arrhythmia,1880-4276,51,0.050979657,-0.27873935,-0.032314327,0.473342195,0.505656522,40.54901961,1.235294118
Journal of diabetes and metabolic disorders,2251-6581,51,0.061777263,-0.291159664,-0.054083645,0.469328058,0.523411703,35.84313725,1.549019608
Journal of evaluation in clinical practice,1356-1294,51,0.093472926,-1.156988408,-0.116763694,0.39538536,0.512149054,33.70588235,2.37254902
Journal of the National Comprehensive Cancer Network : JNCCN,1540-1405,51,0.046509807,-0.21452857,-0.063091105,0.433367423,0.496458528,66.62745098,1.784313725
Skull base surgery,1052-1453,51,0.079479636,-0.522852428,-0.063175513,0.66264071,0.725816223,21.23529412,1.450980392
Abdominal imaging,0942-8925,50,0.073161811,-0.319100578,-0.040014171,0.503954669,0.543968839,26.82,1.48
American journal of nuclear medicine and molecular imaging,,50,0.058367996,-0.787618431,-0.161728228,0.550880587,0.712608814,45.2,2.16
Canadian pharmacists journal : CPJ = Revue des pharmaciens du Canada : RPC,1715-1635,50,0.098475252,-0.875160941,-0.125190411,0.345572504,0.470762916,24.02,1.86
Chiropractic & osteopathy,1746-1340,50,0.085229586,-0.126091668,-0.004951269,0.41791893,0.422870199,38.44,1.9
Current opinion in allergy and clinical immunology,1473-6322,50,0.048232669,0.101781992,-0.014502007,0.389845343,0.40434735,59.04,1.86
Economics and human biology,1570-677X,50,0.136844512,-1.568628209,-0.122258169,0.594212616,0.716470785,31.2,3.96
European journal of oral sciences,0909-8836,50,0.07156548,-0.647321488,-0.104927782,0.645624671,0.750552453,40.66,2.64
Expert opinion on biological therapy,1471-2598,50,0.01637607,0.028505364,0.007888173,0.428987648,0.421099475,100.78,1.3
IEEE transactions on image processing : a publication of the IEEE Signal Processing Society,1057-7149,50,0.279042275,-1.507765147,-0.063129488,0.732656891,0.79578638,19.28,4.56
Interface focus,2042-8898,50,0.047612338,-0.403747325,-0.084598502,0.625274716,0.709873218,39.96,1.34
International clinical psychopharmacology,0268-1315,50,0.073409358,-1.448140268,-0.206455822,0.557415232,0.763871054,31.12,1.98
Iranian biomedical journal,1028-852X,50,0.04830531,0.163841234,0.029503386,0.362003261,0.332499875,32.54,1.38
Journal of accident & emergency medicine,1351-0622,50,0.092327217,-0.267016021,-0.038221921,0.460914722,0.499136643,19.86,1.64
Journal of pediatric orthopedics,0271-6798,50,0.161424266,-0.551289263,-0.033448601,0.344124996,0.377573597,26.3,3.88
Middle East African journal of ophthalmology,0974-9233,50,0.074838208,-0.117305593,-0.010285952,0.388195757,0.398481709,34.9,1.56
Multidisciplinary respiratory medicine,1828-695X,50,0.054934648,-0.28315142,-0.035354961,0.427614903,0.462969864,33.86,1.32
"Nutrition (Burbank, Los Angeles County, Calif.)",0899-9007,50,0.052157711,0.048442963,-0.002568082,0.442530146,0.445098228,41.18,1.6
Pilot and feasibility studies,2055-5784,50,0.048409267,-0.535910922,-0.119493997,0.427761946,0.547255943,35.2,1.38
Spermatogenesis,2156-5554,50,0.046498163,-0.239733331,-0.065365363,0.627279443,0.692644807,79.5,2.5
Stem cell research,1873-5061,50,0.034402379,-0.385046602,-0.100669032,0.66334829,0.764017321,55.74,1.42
World journal of orthopedics,2218-5836,50,0.039296384,-0.331541603,-0.088788269,0.528567734,0.617356003,50.58,1.24
mSystems,2379-5077,50,0.039879082,-0.541690375,-0.141432703,0.649742951,0.791175654,46.2,1.28
Annals of dyslexia,0736-9387,49,0.156057009,-1.713691896,-0.094953237,0.615641667,0.710594904,20.93877551,2.755102041
"Antioxidants (Basel, Switzerland)",2076-3921,49,0.113648126,-0.39299655,-0.084064049,0.575434705,0.659498753,61.26530612,2.346938776
Archives of otolaryngology--head & neck surgery,0886-4470,49,0.078737339,-0.337079506,-0.048206038,0.426211045,0.474417083,26.59183673,2.040816327
Biointerphases,1559-4106,49,0.068915195,-0.367238204,-0.058075219,0.66448861,0.722563829,34.57142857,2.12244898
Biomedical reports,2049-9434,49,0.036728684,-0.633891271,-0.179250779,0.593098562,0.772349341,45.93877551,1.387755102
Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists,1530-891X,49,0.071128829,0.006387351,-0.009488175,0.353009347,0.362497522,45.53061224,2
European journal of translational myology,2037-7452,49,0.216194049,-1.755356015,-0.055589243,0.548646728,0.604235972,48.59183673,8.653061224
Fly,1933-6934,49,0.032505158,-0.137746864,-0.042114881,0.659475755,0.701590636,52.42857143,1.163265306
Frontiers in molecular biosciences,2296-889X,49,0.01948942,-0.139143789,-0.068111959,0.670385251,0.73849721,89.7755102,1.387755102
HSS journal : the musculoskeletal journal of Hospital for Special Surgery,1556-3316,49,0.056014578,-0.427748272,-0.032851176,0.425353078,0.458204255,31.26530612,1.408163265
Integrative psychological & behavioral science,1932-4502,49,0.315192442,-3.207930557,-0.111480377,0.64240065,0.753881026,23.7755102,5.979591837
International journal of oral science,1674-2818,49,0.034062312,-0.093877022,-0.039132284,0.60179973,0.640932014,53.85714286,1.387755102
Journal of gastrointestinal cancer,,49,0.051513286,-0.389970607,-0.067739083,0.244474217,0.3122133,25.36734694,1.081632653
"Journal of public health (Oxford, England)",1741-3842,49,0.108843085,0.044736323,-0.017912345,0.438081676,0.455994021,25.34693878,2.06122449
Neuromodulation : journal of the International Neuromodulation Society,1094-7159,49,0.103686286,-0.152496111,-0.030312573,0.209299691,0.239612264,42.02040816,3.653061224
Ophthalmic epidemiology,0928-6586,49,0.102120254,-1.414718978,-0.074890537,0.284840498,0.359731036,26.53061224,2.081632653
Pharmacological research,1043-6618,49,0.028226251,-0.153357689,-0.069667028,0.637594699,0.707261727,83.87755102,1.755102041
Risk analysis : an official publication of the Society for Risk Analysis,0272-4332,49,0.184632451,-1.872770444,-0.094389482,0.627322592,0.721712074,31.57142857,4.489795918
Sozial- und Praventivmedizin,0303-8408,49,0.115464111,-0.730772837,-0.065594626,0.595756066,0.661350692,19.20408163,1.918367347
The American naturalist,0003-0147,49,0.099988919,-0.435519416,-0.045119855,0.695431598,0.740551453,41.20408163,3.571428571
The International journal of developmental biology,0214-6282,49,0.050691792,-0.467508,-0.068567095,0.649752257,0.718319353,78.28571429,2.428571429
The Korean journal of thoracic and cardiovascular surgery,2233-601X,49,0.086010577,-0.292726701,-0.044460124,0.246844463,0.291304587,17.28571429,1.326530612
"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry",1073-8584,49,0.015652828,-0.109514514,-0.07863625,0.649676993,0.728313243,106.4081633,1.346938776
The West Indian medical journal,0043-3144,49,0.132931792,-0.320015981,-0.016310755,0.311150039,0.327460794,21.04081633,2.428571429
The plant pathology journal,1598-2254,49,0.080382823,-0.57535963,-0.068391149,0.655678961,0.72407011,23.97959184,1.510204082
Aesthetic surgery journal,1090-820X,48,0.124604087,-0.121512711,0.00303495,0.240781885,0.237746935,33.8125,3.354166667
African journal of primary health care & family medicine,2071-2928,48,0.079636038,-0.006301298,-0.00564273,0.432974076,0.438616806,20.14583333,1.3125
"Atmospheric environment (Oxford, England : 1994)",1352-2310,48,0.088777489,-0.877996618,-0.103916792,0.670681373,0.774598165,21.02083333,1.75
Bacteriophage,2159-7073,48,0.055513102,-0.33041148,-0.055282963,0.603009235,0.658292199,42.97916667,1.583333333
Biodiversity data journal,1314-2828,48,0.170413146,-2.252245562,-0.085148251,0.460448724,0.545596975,17.66666667,2.895833333
Biomolecules,2218-273X,48,0.02772843,-0.275808853,-0.097754184,0.627136996,0.72489118,104.0416667,1.458333333
COPD,1541-2563,48,0.042896619,-0.159160777,-0.037107506,0.461936885,0.499044391,43.85416667,1.604166667
Cancer immunity,1424-9634,48,0.061451294,-0.275332711,-0.057281967,0.617486664,0.674768631,43.9375,1.854166667
Case reports in gastroenterology,1662-0631,48,0.071424443,-1.343232262,-0.189673911,0.585424131,0.775098042,17.39583333,1.104166667
Case reports in obstetrics and gynecology,2090-6692,48,0.073893649,-0.976751905,-0.142152888,0.560141544,0.702294432,19.375,1.229166667
Cell and tissue banking,1389-9333,48,0.119895695,-1.65731204,-0.127190347,0.597701752,0.724892098,30.04166667,3.25
Cellular and molecular bioengineering,1865-5025,48,0.032459557,-0.21265684,-0.056504225,0.613507091,0.670011316,50.66666667,1.291666667
Current topics in medicinal chemistry,1568-0266,48,0.016579378,-0.18096513,-0.108373146,0.587026273,0.695399419,127.6458333,1.625
Eye & contact lens,1542-2321,48,0.099247267,-0.336708018,-0.053059257,0.309612445,0.362671702,38.25,3.041666667
Frontiers in neuroengineering,1662-6443,48,0.099826675,-0.427740404,-0.079999492,0.632209121,0.712208613,46.125,2.583333333
IEEE transactions on nuclear science,0018-9499,48,0.106984161,-1.135165981,-0.110411374,0.642289032,0.752700405,17.125,1.666666667
International journal of methods in psychiatric research,1049-8931,48,0.091287055,-1.666862392,-0.188482709,0.528123689,0.716606398,32,2.4375
International journal of pediatric endocrinology,1687-9848,48,0.05899289,-0.232498126,-0.050785093,0.467147243,0.517932336,38.22916667,1.604166667
Journal of applied microbiology,1364-5072,48,0.062673355,0.088244417,0.022332261,0.447320694,0.424988433,41.83333333,1.9375
Journal of bioethical inquiry,1176-7529,48,0.224043877,-1.877711185,-0.101166571,0.466586263,0.567752835,22.35416667,3.416666667
Journal of clinical psychology,0021-9762,48,0.054692996,-0.35450654,-0.059229077,0.454441986,0.513671062,37.75,1.729166667
Journal of computer assisted tomography,0363-8715,48,0.05880996,-0.223015306,-0.01791872,0.266662336,0.284581056,26.95833333,1.416666667
"Language, speech, and hearing services in schools",0161-1461,48,0.112345431,0.036767061,-0.00405085,0.272482587,0.276533437,34.47916667,3.25
Macromolecular bioscience,1616-5187,48,0.043276065,-0.308376979,-0.071084995,0.636136755,0.70722175,50.85416667,1.729166667
Medical care research and review : MCRR,1077-5587,48,0.054710811,-0.928936172,-0.16086496,0.573985307,0.734850268,49.79166667,2
Microbial genomics,2057-5858,48,0.042137419,-0.491477486,-0.114977442,0.59835236,0.713329801,47.875,1.520833333
Psychological methods,1082-989X,48,0.177590179,-1.751424411,-0.113627769,0.624957445,0.738585214,30.66666667,4.3125
"The Journal of law, medicine & ethics : a journal of the American Society of Law, Medicine & Ethics",1073-1105,48,0.099507953,-0.646147611,-0.054575908,0.468385654,0.522961562,36.22916667,2.875
Trends in molecular medicine,1471-4914,48,0.013990713,-0.077277638,-0.077161933,0.598916383,0.676078315,104.4791667,1.229166667
Advanced functional materials,1616-301X,47,0.033812,-0.205133526,-0.061369399,0.648114919,0.709484318,58.34042553,1.340425532
Archivum immunologiae et therapiae experimentalis,0004-069X,47,0.054404836,-0.75182267,-0.090781273,0.569227992,0.660009265,72.19148936,1.617021277
BioTechniques,0736-6205,47,0.064928645,-0.475748833,-0.058510678,0.589443002,0.64795368,33.46808511,1.468085106
Case reports in oncology,1662-6575,47,0.078089604,-1.113396782,-0.149706418,0.569798614,0.719505031,15.95744681,1.127659574
Cell systems,2405-4712,47,0.027653097,-0.176397176,-0.050638669,0.632184758,0.682823427,56.95744681,1.127659574
Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,1198-743X,47,0.059509405,-0.552365302,-0.098223376,0.552859277,0.651082653,34.87234043,1.659574468
Dementia and geriatric cognitive disorders extra,1664-5464,47,0.043526317,-0.349575336,-0.066797458,0.197924825,0.264722283,32.40425532,1.106382979
Gene expression patterns : GEP,1567-133X,47,0.039224797,-0.389390834,-0.09244527,0.660761896,0.753207166,41.17021277,1.446808511
Growth hormone & IGF research : official journal of the Growth Hormone Research Society and the International IGF Research Society,1096-6374,47,0.037509998,-0.058338245,-0.020525729,0.514071161,0.53459689,61.44680851,2.021276596
Hawai'i journal of medicine & public health : a journal of Asia Pacific Medicine & Public Health,2165-8242,47,0.087041618,-0.762709599,-0.101624206,0.496167773,0.59779198,24.85106383,1.638297872
Hereditary cancer in clinical practice,1731-2302,47,0.048010171,-0.16556026,-0.020584718,0.512828952,0.53341367,36.31914894,1.319148936
ILAR journal,1084-2020,47,0.054317035,-0.629568927,-0.122559282,0.58222884,0.704788122,100.9574468,3.340425532
Journal of combinatorial chemistry,1520-4766,47,0.144505912,-0.93507522,-0.081070521,0.547641611,0.628712132,33.65957447,5.425531915
Journal of microbiological methods,0167-7012,47,0.07120561,-0.642378039,-0.090561747,0.62853115,0.719092897,29.04255319,1.85106383
Journal of neurosurgery. Pediatrics,1933-0707,47,0.120025855,-0.093217532,-0.000319307,0.507991919,0.508311227,34.61702128,3.382978723
Journal of pediatric neurosciences,1817-1745,47,0.076543063,-0.020633165,-0.012772734,0.537557798,0.550330532,22.21276596,1.212765957
Journal of pediatric nursing,0882-5963,47,0.055614483,-0.564652217,-0.107738403,0.452792429,0.560530833,35.29787234,1.808510638
Journal of preventive medicine and hygiene,1121-2233,47,0.063950826,-0.055456685,-0.007021806,0.522328005,0.529349811,41.53191489,1.829787234
"Medical devices (Auckland, N.Z.)",1179-1470,47,0.079213296,-1.07606488,-0.116338761,0.453437173,0.569775934,25.40425532,1.574468085
Polish journal of radiology,1733-134X,47,0.069471552,-0.450933399,-0.048695115,0.327726698,0.376421813,22.08510638,1.29787234
SAHARA J : journal of Social Aspects of HIV/AIDS Research Alliance,1729-0376,47,0.071037651,-0.830146435,-0.114970688,0.605860004,0.720830692,30.95744681,1.744680851
Biotechnology journal,1860-6768,46,0.042294494,-0.232933075,-0.06374349,0.6486461,0.71238959,55.52173913,1.673913043
Cognitive therapy and research,0147-5916,46,0.040137342,-0.466214932,-0.120080669,0.638911146,0.758991815,40.91304348,1.434782609
"Cytometry. Part B, Clinical cytometry",1552-4949,46,0.116715167,0.031940735,0.010614499,0.428767512,0.418153012,35.54347826,2.913043478
"Einstein (Sao Paulo, Brazil)",1679-4508,46,0.062903827,-0.257245605,-0.050073828,0.416434758,0.466508586,20.52173913,1.086956522
European journal of cancer prevention : the official journal of the European Cancer Prevention Organisation (ECP),0959-8278,46,0.050021828,-0.533892291,-0.112699202,0.61262631,0.725325512,44.2173913,1.695652174
European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,0924-977X,46,0.02716632,-0.336353756,-0.099740157,0.627185479,0.726925636,72.52173913,1.413043478
Global advances in health and medicine,2164-9561,46,0.113946232,-1.475623619,-0.078031082,0.34153594,0.419567023,41.84782609,2.282608696
Hepatobiliary surgery and nutrition,2304-3881,46,0.055756524,-0.596047662,-0.101042092,0.442989634,0.544031726,33.43478261,1.282608696
International journal of spine surgery,2211-4599,46,0.050833377,-0.220254698,-0.028151223,0.214536947,0.24268817,57.2173913,1.826086957
Journal of Parkinson's disease,1877-7171,46,0.029921653,-0.121283409,-0.023137007,0.409648715,0.432785722,75.36956522,1.586956522
Journal of biochemistry,0021-924X,46,0.053924426,-0.426663769,-0.080124473,0.649164479,0.729288953,37.26086957,1.869565217
Journal of colloid and interface science,0021-9797,46,0.090847328,-0.840334011,-0.07224443,0.627023107,0.699267537,31.06521739,2.086956522
Journal of manipulative and physiological therapeutics,0161-4754,46,0.232638477,0.159615209,-0.013971949,0.39386693,0.407838879,37.58695652,8.456521739
Personality & social psychology bulletin,0146-1672,46,0.082377044,-0.586834376,-0.067430733,0.643836954,0.711267686,28.65217391,2.043478261
Preventive medicine reports,2211-3355,46,0.042921311,-0.296404514,-0.070616489,0.532658157,0.603274645,31.63043478,1.195652174
Progress in brain research,0079-6123,46,0.023817197,0.040014326,0.012869973,0.634794073,0.6219241,117.5869565,2.130434783
Public health genomics,1662-4246,46,0.076627943,-0.206305263,-0.026960545,0.373413741,0.400374286,31.13043478,1.956521739
Seminars in perinatology,0146-0005,46,0.028900668,-0.401089564,-0.118989404,0.554498582,0.673487987,85.39130435,1.934782609
Translational research : the journal of laboratory and clinical medicine,1878-1810,46,0.044023219,-0.472615248,-0.114282436,0.552550201,0.666832637,80.43478261,1.782608696
Ultrasonics,0041-624X,46,0.07774419,-0.610664846,-0.091583228,0.647985057,0.739568285,27.76086957,1.847826087
Western journal of nursing research,0193-9459,46,0.057109027,0.016526313,-0.039176721,0.568930402,0.608107123,29.5,1.347826087
Xenobiotica; the fate of foreign compounds in biological systems,0049-8254,46,0.053717006,-0.406046926,-0.071877702,0.602990082,0.674867784,46.15217391,1.956521739
Advances in biological regulation,2212-4926,45,0.047663473,-0.027233683,-0.01546302,0.658308454,0.673771473,79.8,2.755555556
Alcohol research & health : the journal of the National Institute on Alcohol Abuse and Alcoholism,1535-7414,45,0.038723435,-0.457473937,-0.130759676,0.602456565,0.733216241,62.08888889,1.822222222
Animal genetics,0268-9146,45,0.114535323,-0.913113004,-0.099830868,0.639269865,0.739100732,29.55555556,2.755555556
Annals of plastic surgery,0148-7043,45,0.094379028,-0.448714747,-0.051920665,0.280975931,0.332896596,29.55555556,2.2
Applied health economics and health policy,1175-5652,45,0.065364742,-0.497879353,-0.052774366,0.387610028,0.440384394,32.26666667,1.688888889
Behavioral sleep medicine,1540-2002,45,0.042862316,-0.482904393,-0.114597311,0.484084879,0.59868219,43.6,1.666666667
Behavioural neurology,0953-4180,45,0.035595931,-0.054091964,-0.035704494,0.531337144,0.567041637,51.88888889,1.555555556
Body image,1740-1445,45,0.125295889,-1.613458295,-0.123976372,0.579304093,0.703280465,27,3.444444444
Bulletin of emergency and trauma,2322-2522,45,0.095021685,-1.834788032,-0.211100564,0.182842487,0.393943051,23.64444444,2.066666667
Case reports in orthopedics,2090-6757,45,0.058432435,-0.667775414,-0.115037385,0.603880358,0.718917743,19.91111111,1.044444444
"Clinical toxicology (Philadelphia, Pa.)",1556-3650,45,0.103935005,0.483050067,0.038322286,0.412934823,0.374612537,29.53333333,2.444444444
Cognitive neuropsychology,0264-3294,45,0.108063266,-0.530894851,-0.04498246,0.66990455,0.71488701,54.75555556,4.533333333
European journal of pharmaceutics and biopharmaceutics : official journal of Arbeitsgemeinschaft fur Pharmazeutische Verfahrenstechnik e.V,0939-6411,45,0.050381226,-0.444900565,-0.086947833,0.631628422,0.718576255,52.26666667,1.977777778
Expert opinion on drug delivery,1742-5247,45,0.023157566,0.06694366,0.00347409,0.44810624,0.444632149,99.37777778,1.888888889
Family process,0014-7370,45,0.138492621,-0.978307455,-0.067159788,0.660637052,0.727796839,25.57777778,3.266666667
Journal of analytical methods in chemistry,2090-8873,45,0.07892979,-0.748386817,-0.095497639,0.635514095,0.731011734,26.26666667,1.422222222
Journal of global oncology,2378-9506,45,0.065989543,0.142179369,0.009797872,0.290573461,0.280775589,29.57777778,1.4
Mens sana monographs,1998-4014,45,0.127545795,-1.555910612,-0.104389841,0.529240111,0.633629952,35.97777778,3.2
Nucleic acid therapeutics,2159-3337,45,0.041765315,-0.080893808,-0.027330115,0.619294258,0.646624373,54.22222222,1.777777778
Paediatric anaesthesia,1155-5645,45,0.131741752,-0.121709184,-0.025894674,0.466453313,0.492347987,33.11111111,4.244444444
Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.],1424-3903,45,0.074045698,0.24044542,0.003202212,0.442840696,0.439638484,47.33333333,2.733333333
Perspectives in health information management,1559-4122,45,0.102400644,-1.695253168,-0.147863555,0.433687967,0.581551522,21.97777778,1.844444444
Pest management science,1526-498X,45,0.148601751,-0.105657699,0.011923297,0.519230909,0.507307612,28.35555556,3.488888889
Preventive veterinary medicine,0167-5877,45,0.132900417,-1.37973871,-0.085305256,0.674273205,0.759578461,28.8,3.244444444
Trends in biotechnology,0167-7799,45,0.022267674,-0.17129864,-0.085642836,0.628142805,0.71378564,75.35555556,1.488888889
"Ultrasonography (Seoul, Korea)",2288-5919,45,0.048382006,-0.406359312,-0.082474815,0.536232432,0.618707247,35.95555556,1.511111111
Vaccines,2076-393X,45,0.031611133,-0.333068232,-0.124172086,0.634071226,0.758243311,83.06666667,1.711111111
Zeitschrift fur Ernahrungswissenschaft,0044-264X,45,0.083972367,-0.912288885,-0.110332909,0.611368215,0.721701124,27.84444444,1.777777778
ACS combinatorial science,2156-8944,44,0.076517524,-0.890482412,-0.118057995,0.589164439,0.707222434,28.38636364,2.181818182
Acta oto-laryngologica,0001-6489,44,0.164349526,0.081682656,0.004471984,0.479097773,0.474625789,17.61363636,2.818181818
Annals of advances in automotive medicine. Association for the Advancement of Automotive Medicine. Annual Scientific Conference,1943-2461,44,0.095521123,-1.389261271,-0.141793186,0.622043774,0.76383696,20.13636364,1.681818182
Annals of pediatric cardiology,0974-5149,44,0.070133911,-0.442788243,-0.061764289,0.476083352,0.537847641,24.29545455,1.340909091
BMC biochemistry,1471-2091,44,0.031058742,0.05656938,0.020635905,0.425017826,0.40438192,47.61363636,1.568181818
BMC emergency medicine,1471-227X,44,0.055257788,-0.407980651,-0.079928419,0.430256229,0.510184648,27.13636364,1.272727273
Biodegradation,0923-9820,44,0.064226105,-0.419225823,-0.0716475,0.637306316,0.708953817,35.40909091,1.636363636
Circulation. Cardiovascular interventions,1941-7640,44,0.074914905,-0.163080769,-0.02762764,0.297044982,0.324672622,29.56818182,1.977272727
Clinical and experimental pharmacology & physiology,0305-1870,44,0.032444685,-0.39289989,-0.124129152,0.639617072,0.763746224,48.02272727,1.318181818
